"Status","IntValue","HexValue","Description"
"STATUS_HV_UNKNOWN_PROPERTY","-1070268407","0xC0350009","The hypervisor does not recognize the specified partition property."
"STATUS_HV_INSUFFICIENT_MEMORY","-1070268405","0xC035000B","There is not enough memory in the hypervisor pool to complete the operation."
"STATUS_HV_PARTITION_TOO_DEEP","-1070268404","0xC035000C","The maximum partition depth has been exceeded for the partition hierarchy."
"STATUS_HV_INVALID_PARTITION_ID","-1070268403","0xC035000D","A partition with the specified partition Id does not exist."
"STATUS_HV_INVALID_VP_INDEX","-1070268402","0xC035000E","The hypervisor could not perform the operation because the specified VP index is invalid."
"STATUS_HV_INVALID_PORT_ID","-1070268399","0xC0350011","The hypervisor could not perform the operation because the specified port identifier is invalid."
"STATUS_HV_INVALID_CONNECTION_ID","-1070268398","0xC0350012","The hypervisor could not perform the operation because the specified connection identifier is invalid."
"STATUS_HV_INSUFFICIENT_BUFFERS","-1070268397","0xC0350013","Not enough buffers were supplied to send a message."
"STATUS_HV_NOT_ACKNOWLEDGED","-1070268396","0xC0350014","The previous virtual interrupt has not been acknowledged."
"STATUS_HV_ACKNOWLEDGED","-1070268394","0xC0350016","The previous virtual interrupt has already been acknowledged."
"STATUS_HV_INVALID_SYNIC_STATE","-1070268392","0xC0350018","The hypervisor could not complete the operation because a required feature of the synthetic interrupt controller (SynIC) was disabled."
"STATUS_HV_OBJECT_IN_USE","-1070268391","0xC0350019","The hypervisor could not perform the operation because the object or value was either already in use or being used for a purpose that would not permit completing the operation."
"STATUS_HV_NO_DATA","-1070268389","0xC035001B","An attempt to retrieve debugging data failed because none was available."
"STATUS_HV_INACTIVE","-1070268388","0xC035001C","The physical connection being used for debugging has not recorded any receive activity since the last operation."
"STATUS_HV_NO_RESOURCES","-1070268387","0xC035001D","There are not enough resources to complete the operation."
"STATUS_HV_FEATURE_UNAVAILABLE","-1070268386","0xC035001E","A hypervisor feature is not available to the user."
"STATUS_HV_INVALID_LP_INDEX","-1070268351","0xC0350041","The hypervisor could not perform the operation because the specified LP index is invalid."
"STATUS_HV_NOT_PRESENT","-1070264320","0xC0351000","No hypervisor is present on this system."
"STATUS_VID_DUPLICATE_HANDLER","-1070137343","0xC0370001","The handler for the virtualization infrastructure driver is already registered. Restarting the virtual machine may fix the problem. If the problem persists, try restarting the physical computer."
"STATUS_VID_TOO_MANY_HANDLERS","-1070137342","0xC0370002","The number of registered handlers for the virtualization infrastructure driver exceeded the maximum. Restarting the virtual machine may fix the problem. If the problem persists, try restarting the physical computer."
"STATUS_VID_QUEUE_FULL","-1070137341","0xC0370003","The message queue for the virtualization infrastructure driver is full and cannot accept new messages. Restarting the virtual machine may fix the problem. If the problem persists, try restarting the physical computer."
"STATUS_VID_HANDLER_NOT_PRESENT","-1070137340","0xC0370004","No handler exists to handle the message for the virtualization infrastructure driver. Restarting the virtual machine may fix the problem. If the problem persists, try restarting the physical computer."
"STATUS_VID_INVALID_OBJECT_NAME","-1070137339","0xC0370005","The name of the partition or message queue for the virtualization infrastructure driver is invalid. Restarting the virtual machine may fix the problem. If the problem persists, try restarting the physical computer."
"STATUS_VID_MB_STILL_REFERENCED","-1070137331","0xC037000D","The memory block for the virtualization infrastructure driver is still being used and cannot be destroyed."
"STATUS_VID_PAGE_RANGE_OVERFLOW","-1070137325","0xC0370013","The request exceeded the memory block page limit for the virtualization infrastructure driver. Restarting the virtual machine may fix the problem. If the problem persists, try restarting the physical computer."
"STATUS_VID_INVALID_PPM_HANDLE","-1070137320","0xC0370018","The handle is not a valid parent partition mapping handle for the virtualization infrastructure driver."
"STATUS_VID_MBPS_ARE_LOCKED","-1070137319","0xC0370019","Notifications cannot be created on the memory block because it is use."
"STATUS_VID_MESSAGE_QUEUE_CLOSED","-1070137318","0xC037001A","The message queue for the virtualization infrastructure driver has been closed. Restarting the virtual machine may fix the problem. If the problem persists, try restarting the physical computer."
"STATUS_VID_STOP_PENDING","-1070137316","0xC037001C","Cannot stop the virtual processor immediately because of a pending intercept."
"STATUS_VID_MMIO_RANGE_DESTROYED","-1070137311","0xC0370021","The memory mapped I/O for this page range no longer exists. Restarting the virtual machine may fix the problem. If the problem persists, try restarting the physical computer."
"STATUS_VID_SAVED_STATE_CORRUPT","-1070137305","0xC0370027","Cannot restore this virtual machine because the saved state data cannot be read. Delete the saved state data and then try to start the virtual machine."
"STATUS_IPSEC_BAD_SPI","-1070202879","0xC0360001","The SPI in the packet does not match a valid IPsec SA."
"STATUS_IPSEC_WRONG_SA","-1070202877","0xC0360003","Packet was received on an IPsec SA that does not match the packet characteristics."
"STATUS_IPSEC_INVALID_PACKET","-1070202875","0xC0360005","IPsec header and/or trailer in the packet is invalid."
"STATUS_IPSEC_CLEAR_TEXT_DROP","-1070202873","0xC0360007","IPsec dropped a clear text packet."
"STATUS_IPSEC_AUTH_FIREWALL_DROP","-1070202872","0xC0360008","IPsec dropped an incoming ESP packet in authenticated firewall mode. This drop is benign."
"STATUS_IPSEC_THROTTLE_DROP","-1070202871","0xC0360009","IPsec dropped a packet due to DoS throttling."
"STATUS_IPSEC_DOSP_BLOCK","-1070170112","0xC0368000","IPsec DoS Protection matched an explicit block rule."
"STATUS_IPSEC_DOSP_MAX_ENTRIES","-1070170108","0xC0368004","IPsec DoS Protection failed to create state because the maximum number of entries allowed by policy has been reached."
"STATUS_VOLMGR_DATABASE_FULL","-1070071807","0xC0380001","The configuration database is full."
"STATUS_VOLMGR_DISK_DUPLICATE","-1070071802","0xC0380006","The same disk was specified more than once in the migration list."
"STATUS_VOLMGR_DISK_DYNAMIC","-1070071801","0xC0380007","The disk is already dynamic."
"STATUS_VOLMGR_DISK_ID_INVALID","-1070071800","0xC0380008","The specified disk id is invalid. There are no disks with the specified disk id."
"STATUS_VOLMGR_DISK_INVALID","-1070071799","0xC0380009","The specified disk is an invalid disk. Operation cannot complete on an invalid disk."
"STATUS_VOLMGR_DISK_LAST_VOTER","-1070071798","0xC038000A","The specified disk(s) cannot be removed since it is the last remaining voter."
"STATUS_VOLMGR_DISK_MISSING","-1070071791","0xC0380011","The specified disk is missing. The operation cannot complete on a missing disk."
"STATUS_VOLMGR_DISK_NOT_EMPTY","-1070071790","0xC0380012","The specified disk is not empty."
"STATUS_VOLMGR_MEMBER_IN_SYNC","-1070071773","0xC0380023","The specified member is already in-sync with the other active members. It does not need to be regenerated."
"STATUS_VOLMGR_MEMBER_MISSING","-1070071770","0xC0380026","The specified member is missing. It cannot be regenerated."
"STATUS_VOLMGR_ALL_DISKS_FAILED","-1070071767","0xC0380029","All disks belonging to the pack failed."
"STATUS_VOLMGR_NO_SUCH_USER","-1070071765","0xC038002B","The specified notification user does not exist. Failed to unregister user for notifications."
"STATUS_VOLMGR_PACK_DUPLICATE","-1070071761","0xC038002F","The specified source and target packs are identical."
"STATUS_VOLMGR_PACK_ID_INVALID","-1070071760","0xC0380030","The specified pack id is invalid. There are no packs with the specified pack id."
"STATUS_VOLMGR_PACK_INVALID","-1070071759","0xC0380031","The specified pack is the invalid pack. The operation cannot complete with the invalid pack."
"STATUS_VOLMGR_PACK_NAME_INVALID","-1070071758","0xC0380032","The specified pack name is invalid."
"STATUS_VOLMGR_PACK_OFFLINE","-1070071757","0xC0380033","The specified pack is offline."
"STATUS_VOLMGR_PACK_HAS_QUORUM","-1070071756","0xC0380034","The specified pack already has a quorum of healthy disks."
"STATUS_VOLMGR_PLEX_IN_SYNC","-1070071752","0xC0380038","The specified plex is already in-sync with the other active plexes. It does not need to be regenerated."
"STATUS_VOLMGR_PLEX_LAST_ACTIVE","-1070071749","0xC038003B","The specified plex is the last active plex in the volume. The plex cannot be removed or else the volume will go offline."
"STATUS_VOLMGR_PLEX_MISSING","-1070071748","0xC038003C","The specified plex is missing."
"STATUS_VOLMGR_PLEX_REGENERATING","-1070071747","0xC038003D","The specified plex is currently regenerating."
"STATUS_VOLMGR_PLEX_TYPE_INVALID","-1070071746","0xC038003E","The specified plex type is invalid."
"STATUS_VOLMGR_PLEX_NOT_RAID5","-1070071745","0xC038003F","The operation is only supported on RAID-5 plexes."
"STATUS_VOLMGR_PLEX_NOT_SIMPLE","-1070071744","0xC0380040","The operation is only supported on simple plexes."
"STATUS_VOLMGR_VOLUME_ID_INVALID","-1070071738","0xC0380046","The specified volume id is invalid. There are no volumes with the specified volume id."
"STATUS_VOLMGR_VOLUME_OFFLINE","-1070071733","0xC038004B","The specified volume is offline."
"STATUS_VOLMGR_VOLUME_RETAINED","-1070071732","0xC038004C","The specified volume already has a retain partition."
"STATUS_VOLMGR_BAD_BOOT_DISK","-1070071729","0xC038004F","The boot disk experienced failures."
"STATUS_VOLMGR_NOT_PRIMARY_PACK","-1070071726","0xC0380052","The specified pack is not the primary pack."
"STATUS_VOLMGR_VOLUME_MIRRORED","-1070071722","0xC0380056","The operation is not supported on mirrored volumes."
"STATUS_BCD_TOO_MANY_ELEMENTS","-1070006270","0xC0390002","Entries enumerated have exceeded the allowed threshold."
"STATUS_VHD_DRIVE_FOOTER_MISSING","-1069940735","0xC03A0001","The virtual hard disk is corrupted. The virtual hard disk drive footer is missing."
"STATUS_VHD_DRIVE_FOOTER_CORRUPT","-1069940733","0xC03A0003","The virtual hard disk is corrupted. The virtual hard disk drive footer in the virtual hard disk is corrupted."
"STATUS_VHD_FORMAT_UNKNOWN","-1069940732","0xC03A0004","The system does not recognize the file format of this virtual hard disk."
"STATUS_VHD_INVALID_BLOCK_SIZE","-1069940725","0xC03A000B","The system does not support this version of the virtual hard disk. The block size is invalid."
"STATUS_VHD_BITMAP_MISMATCH","-1069940724","0xC03A000C","The virtual hard disk is corrupted. The block bitmap does not match with the block data present in the virtual hard disk."
"STATUS_VHD_PARENT_VHD_NOT_FOUND","-1069940723","0xC03A000D","The chain of virtual hard disks is broken. The system cannot locate the parent virtual hard disk for the differencing disk."
"STATUS_VHD_INVALID_SIZE","-1069940718","0xC03A0012","The size of the virtual hard disk is not valid."
"STATUS_VHD_INVALID_FILE_SIZE","-1069940717","0xC03A0013","The file size of this virtual hard disk is not valid."
"STATUS_VIRTUAL_DISK_LIMITATION","-1069940710","0xC03A001A","The requested operation could not be completed due to a virtual disk system limitation.  On NTFS, virtual hard disk files must be uncompressed and unencrypted. On ReFS, virtual hard disk files must not have the integrity bit set."
"STATUS_VHD_INVALID_TYPE","-1069940709","0xC03A001B","The requested operation cannot be performed on a virtual disk of this type."
"STATUS_VHD_INVALID_STATE","-1069940708","0xC03A001C","The requested operation cannot be performed on the virtual disk in its current state."
"STATUS_VHD_METADATA_FULL","-1069940696","0xC03A0028","There is not enough space in the virtual disk file for the provided metadata item."
"STATUS_QUERY_STORAGE_ERROR","-2143682559","0x803A0001","The virtualization storage subsystem has generated an error."
"STATUS_DIS_NOT_PRESENT","-1069809663","0xC03C0001","The Derived Indexed Store is not present (or currently loaded) on this system."
"STATUS_DIS_ATTRIBUTE_NOT_FOUND","-1069809662","0xC03C0002","The Attribute was not found in the store for a given object."
"STATUS_DIS_PARTIAL_DATA","-1069809660","0xC03C0004","Partial data was successfully returned, some attributes need to be calculated from elsewhere."
"STATUS_RKF_KEY_NOT_FOUND","-1069547519","0xC0400001","The Resume Key Filter could not find the resume key supplied for the operation."
"STATUS_RKF_DUPLICATE_KEY","-1069547518","0xC0400002","The Resume Key Filter found an existing resume key that matches the one supplied for the handle."
"STATUS_RKF_BLOB_FULL","-1069547517","0xC0400003","The Resume Key Filter data blob attached to the handle is full. No more space is available."
"STATUS_RKF_STORE_FULL","-1069547516","0xC0400004","The Resume Key Filter handle store is full. No more resume handles can be accepted."
"STATUS_RKF_FILE_BLOCKED","-1069547515","0xC0400005","The Resume Key Filter failed the operation because the file is temporarily blocked pending the resume of existing handles on the file."
"STATUS_RKF_ACTIVE_KEY","-1069547514","0xC0400006","The Resume Key Filter found an existing resume key that matches the one supplied on a handle that's active/open. The operation requires an inactive/closed handle."
"STATUS_RDBSS_RESTART_OPERATION","-1069481983","0xC0410001","The operation must be restarted by RDBSS."
"STATUS_RDBSS_CONTINUE_OPERATION","-1069481982","0xC0410002","The operation must continue processing."
"STATUS_RDBSS_POST_OPERATION","-1069481981","0xC0410003","The operation must be posted to a thread to be retried at passive IRQL."
"STATUS_BTH_ATT_INVALID_HANDLE","-1069416447","0xC0420001","The attribute handle given was not valid on this server."
"STATUS_BTH_ATT_INVALID_PDU","-1069416444","0xC0420004","The attribute PDU was invalid."
"STATUS_BTH_ATT_INVALID_OFFSET","-1069416441","0xC0420007","Offset specified was past the end of the attribute."
"STATUS_BTH_ATT_UNLIKELY","-1069416434","0xC042000E","The attribute request that was requested has encountered an error that was unlikely, and therefore could not be completed as requested."
"STATUS_BTH_ATT_UNKNOWN_ERROR","-1069412352","0xC0421000","An error that lies in the reserved range has been received."
"STATUS_SECUREBOOT_NOT_ENABLED","-2143092730","0x80430006","Secure Boot is not enabled on this machine."
"STATUS_SECUREBOOT_FILE_REPLACED","-1069350905","0xC0430007","Secure Boot requires that certain files and drivers are not replaced by other files or drivers."
"STATUS_SPACES_NOT_ENOUGH_DRIVES","-1058602997","0xC0E7000B","There were not enough physical disks to complete the requested operation."
